origen,segment,segmento,marca,modelo_generico,modelo,generacion,version,version_comercial,nro_puertas,cilindrada_en_lts,cilindrada_en_cc,potencia_en_cv,disposicion_cilindros,cantidad_valvulas,codigo_motor,familia_de_motor,sistema_alimentacion,sistema_inyeccion,turbo,combustible,transmision,nro_velocidades,freno_delantero,freno_trasero,traccion,peso,nro_pasajeros,tipo_uso,uso_bus,nro_ejes,periodo,fecha_inicial,fecha_final,año_inicial,año_final,buscador,año,flota,vcdb_marca,vcdb_modelo,a�o_inicial,a�o_final,a�o
BRASIL,HEAVIES,CAMION,MERCEDES BENZ,O500 RS,0500 RS 1833,,AC 11.8 2P 4X2 TM DIESEL,,2,12.8,12800,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
BRASIL,HEAVIES,CAMION,MERCEDES BENZ,O500 R,0500 R 1830,,7.2 1P 4X2 TM DIESEL,,-,7.2,7201,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,,,,,
BRASIL,HEAVIES,CAMION,MERCEDES BENZ,O500 R,0500 R 1830,,AC 7.2 1P 4X2 TM DIESEL,,-,7.2,7201,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,,,,,
BRASIL,HEAVIES,,MERCEDES BENZ,1720,1720 K36,,K36,,-,6.0,5958,-,-,-,-,-,-,-,,DIESEL,-,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 1843,,LS 4X2 3900,,2,12.0,11967,-,-,-,-,-,-,-,,DIESEL,-,-,,,4X2,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,1,,,,,
BOLIVIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,240D,240D,,2.4,,4,2.4,2400,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,1982 - 1982,1982,1982,1982,1982,,1982,1,Mercedes-Benz,240D,,,
ALEMANIA,LIGHT COMMERCIALS,,MERCEDES BENZ,280 SL,280 SL,,2.8 4X2 TM,,-,2.8,2778,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,4X2,,,,,,1968 - 1968,1968,1968,1968,1968,,1968,1,,,,,
BRASIL,HEAVIES,BUS,MERCEDES BENZ,915,915,,4.2 1P 4X2 TM DIESEL,,1,4.2,4249,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,DISCO VENTILADO,,4X2,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,1,,,,,
BRASIL,PASSENGER CARS,HATCHBACK,MERCEDES BENZ,A160,A160,,1.6 MANUAL,,-,1.6,1600,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,1,Mercedes-Benz,A160,,,
ALEMANIA,PASSENGER CARS,SUV,MERCEDES BENZ,A180,A180,,COMPACTO AC 1.3 5P 4X2 TM,,5,1.3,1332,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,4X2,,,,,2,2019 - 2019,2019,2019,2019,2019,,2019,1,Mercedes-Benz,A180,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.5 MANUAL,,-,2.5,2497,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 AUTOMATICA,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 SAT,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,6,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,A200,A200,,2.0 MANUAL,,-,2.0,2034,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,A200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,A250,A250,,AMG,,4,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,A250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,A35,A35,,AMG KOMPACT,,4,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,4X4,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,1,Mercedes-Benz,A35,,,
HUNGRIA,PASSENGER CARS,HATCHBACK,MERCEDES BENZ,A45 AMG ,A45 AMG ,,S KOMPACT,,4,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,4X4,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,1,Mercedes-Benz,A45,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 2031,,AC 11.9 2P 4X4 TM DIESEL,,2,11.9,11946,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X4,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 2646,,L AC 11.9 2P 6X4 TA DIESEL,,2,11.9,11946,-,-,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,6X4,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS,,5.3,,2,5.3,5300,-,-,-,-,-,-,-,,GASOLINA,-,-,,,-,,,,,,2002 - 2002,2002,2002,2002,2002,,2002,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 3341,,12.0 MANUAL,,2,12.0,12000,-,L6,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 2648,,16.0 MANUAL,,2,16.0,15963,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 2654,,15.9 MANUAL,,2,15.9,15928,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 3341,,11.9 MANUAL,,2,11.9,11946,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 3358,,15.9 MANUAL,,2,15.9,15928,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 4140,,11.9 MANUAL,,2,11.9,11946,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS,,14.9,,2,14.9,14948,-,-,-,-,-,-,-,,DIESEL,-,-,,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS,,,,-,-,-,-,-,-,-,-,-,-,-,GASOLINA,-,-,,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 3340K,,4.0 6X4,,2,4.0,4000,-,-,-,-,-,-,-,,DIESEL,-,-,,,6X4,,,,,,2002 - 2002,2002,2002,2002,2002,,2002,1,,,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,AMG GT,AMG GT,,COUPE AC 4.0 2P 4X2 TA,,2,4.0,3982,503,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,1,Mercedes-Benz,AMG GT,,,
ALEMANIA,PASSENGER CARS,CABRIOLET,MERCEDES BENZ,AMG GT,AMG GT,,ROADSTER C AC 4.0 2P 4X2 TA,,2,4.0,3982,549,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,1,Mercedes-Benz,AMG GT,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,AMG GT,AMG GT,,COUPE C I AC 4.0 2P 4X2 TA,,-,4.0,3982,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,1,Mercedes-Benz,AMG GT,,,
ALEMANIA,PASSENGER CARS,COUPE,MERCEDES BENZ,AMG GT S,AMG GT S,,S AC 4.0 2P 4X2 TA,,-,4.0,3980,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,2,2016 - 2016,2016,2016,2016,2016,,2016,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AROCS,AROCS 1836,,AUTOBOMBA AC 12.8 4P 4X4 TM DIESEL,,4,12.8,12800,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X4,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AROCS,AROCS 3345K,,AC 12.8 2P 6X4 TM DIESEL,,-,12.8,12816,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,3,2021 - 2021,2021,2021,2021,2021,,2021,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AROCS,AROCS 2636K,,AC 12.8 2P 6X4 TM DIESEL,,-,12.8,12816,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,3,2022 - 2022,2022,2022,2022,2022,,2022,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AROCS,AROCS 3340,,AC 12.8 2P 6X4 TM DIESEL,,-,12.8,12816,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,3,2023 - 2023,2023,2023,2023,2023,,2023,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ATEGO,ATEGO 1828A,,AC 6.4 2P 4X4 TM DIESEL,,2,6.4,6374,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X4,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ATEGO,ATEGO 1323,,LS AC 6.4 2P 4X2 TM DIESEL,,2,6.4,6374,245,-,-,OM 906 LA / 906.985,-,INYECTOR BOMBA,INYECCION DIRECTA,,DIESEL,MANUAL,6,TAMBOR,TAMBOR,4X2,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,,,,,
BRASIL,HEAVIES,CAMION,MERCEDES BENZ,ATEGO,ATEGO 1418,,48 4.2 MANUAL,,-,4.2,4242,-,L4,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ATEGO,ATEGO 1623,,6.4 MANUAL,,-,6.4,6374,-,L6,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 2635K,,2635K,,-,12.0,11967,-,-,-,-,-,-,-,,DIESEL,-,-,,,-,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 2635K,,ESPECIAL AC 12.0 2P 6X4 TM DIESEL,,2,12.0,11967,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,,2014 - 2014,2014,2014,2014,2014,,2014,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 1843,,LS 12.0 2P 4X2 TM DIESEL,,2,12.0,12000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,,,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 1843,,LS 4X2 3900 12.0 MT,,-,12.0,11967,-,L6,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,,,,,
BRASIL,HEAVIES,CAMION,MERCEDES BENZ,AXOR,AXOR 2640,,S 12.0 MANUAL,,-,12.0,11967,-,L6,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,,,,,
ALEMANIA,PASSENGER CARS,SUV,MERCEDES BENZ,B200,B200,,AC 2.0 5P 4X2 TA,,5,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,1,Mercedes-Benz,B200,,,
ALEMANIA,PASSENGER CARS,SUV,MERCEDES BENZ,B200,B200,,2.0 MANUAL,,5,2.0,2035,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,B200,,,
ALEMANIA,PASSENGER CARS,SUV,MERCEDES BENZ,B200,B200,,2.0 MANUAL,,5,2.0,2035,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,B200,,,
ESTADOS UNIDOS,LIGHT COMMERCIALS,SEDAN,MERCEDES BENZ,C,C CLASS,,AC 2.0 5P 4X2 TA,,5,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,Mercedes-Benz,C,,,
ALEMANIA,LIGHT COMMERCIALS,SEDAN,MERCEDES BENZ,C43 AMG,C43 AMG,,COUPE AC 3.0 2P 4X4 TA,,2,3.0,2996,-,-,-,-,-,-,-,,-,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,1,Mercedes-Benz,C,,,
ALEMANIA,LIGHT COMMERCIALS,SEDAN,MERCEDES BENZ,C230,C230,,2.5 AUTOMATICA,,4,2.5,2497,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C,,,
ALEMANIA,HEAVIES,CAMION,MERCEDES BENZ,ACTROS,ACTROS 3348,,K AC 15.9 2P 6X4 TM DIESEL,,2,15.9,15928,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,,,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,PKW AC 1.6 4P 4X2 TA,,4,1.6,1595,156,-,-,-,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,BERLINA AC 1.6 4P 4X2 TA,,4,1.6,1600,156,-,-,-,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,AC 1.8 4P 4X2 TA,,4,1.8,1796,184,-,-,-,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,SLC200,SLC200,,AMG LINE AC 2.0 2P 4X2 TA,,2,2.0,1991,181,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,CGI CARROZA AC 1.8 2P 4X2 TA,,2,1.8,1800,184,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC250,GLC250,,4M BA EJECUTIVO AC 2.0 5P 4X4 TA,,5,2.0,1991,208,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC250,GLC250,,4M EXCLUSIVE AC 2.0 5P 4X4 TA,,5,2.0,1991,208,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC250,GLC250,,4M AMG AC 2.0 5P 4X4 TA,,5,2.0,1991,208,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC250,GLC250,,4MATIC COUPE AC 2.0 5P 4X4 TA,,5,2.0,1991,208,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C250,C250,,AC 2.0 4P 4X2 TA,,4,2.0,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC250,GLC250,,AC 2.0 4P 4X2 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,1,Mercedes-Benz,C250,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,GLC300,GLC300,,4MATIC AC 2.0 5P 4X2 TA,,5,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,SLC300,SLC300,,AC 2.0 2P 4X2 TA,,2,2.0,1991,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,1,Mercedes-Benz,C300,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,2.0 AUTOMATICA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,1.8 MANUAL,,4,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180LK,,1.9 MANUAL,,4,1.9,1896,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,BE 1.8 AUTOMATICA,,4,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,1.6 AUTOMATICA,,4,1.6,1597,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180K,,BASICO 1.8 AT,,4,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,B 1.8 AUTOMATICA,,4,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180,C180,,CGI AC 1.8 4P 4X2 TA,,4,1.8,1800,-,-,-,-,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,2,2017 - 2017,2017,2017,2017,2017,,2017,1,Mercedes-Benz,C180,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C180K,C180K,,,,4,1.8,1800,-,-,-,-,-,-,-,,GASOLINA,-,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,,,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,SEDAN,MERCEDES BENZ,C200,C200,,MANUAL,,4,-,-,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2003 - 2003,2003,2003,2003,2003,,2003,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200 KOMPRESSOR,,2.0 AUTOMATICA,,-,2.0,1998,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,1.8 MANUAL,,-,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200K,,2.4 AUTOMATICA,,-,2.4,2397,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200K,,1.9 AUTOMATICA,,-,1.9,1896,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,1,Mercedes-Benz,C200,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,C200,C200,,BE 1.8 AT,,-,1.8,1796,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,1,Mercedes-Benz,C200,,,
